id,year,code,title,totemp
2523,1999,762,Electrical Repair Shops,111190
2524,1999,763,"Watch, Clock, and Jewelry Repair",5590
2525,1999,764,Reupholstery and Furniture Repair,23160
2526,1999,769,Miscellaneous Repair Shops and Related Services,239430
2527,1999,781,Motion Picture Production and Allied Services,288880
2528,1999,782,Motion Picture Distribution and Allied Services,13670
2529,1999,783,Motion Picture Theaters,138830
2530,1999,784,Video Tape Rental,161190
2531,1999,791,"Dance Studios, Schools, and Halls",30410
2532,1999,792,Theatrical Producers (except Motion Picture),176550
2533,1999,793,Bowling Centers,85030
2534,1999,794,Commercial Sports,131540
2535,1999,799,Miscellaneous Amusement and Recreation,1263710
2536,1999,801,Offices and Clinics of Doctors of Medicine,1949230
2537,1999,802,Offices and Clinics of Dentists,481180
2538,1999,803,Offices and Clinics of Doctors of Osteopathy,49620
2539,1999,804,Offices and Clinics of Other Health Practitioners,445910
2540,1999,805,Nursing and Personal Care Facilities,1811610
2541,1999,806,Hospitals,4986550
2542,1999,807,Medical and Dental Laboratories,209150
2543,1999,808,Home Health Care Services,636080
2544,1999,809,"Miscellaneous Health and Allied Services, not elsewhere classified",361410
2545,1999,811,Legal Services,1001510
2546,1999,821,Elementary and Secondary Schools,7567490
2547,1999,822,"Colleges, Universities, Professional Schools, and Junior Colleges",2977760
2548,1999,823,Libraries,23840
2549,1999,824,Vocational Schools,119830
2550,1999,829,"Schools and Educational Services, not elsewhere classified",198980
2551,1999,832,Individual and Family Social Services,769920
2552,1999,833,Job Training and Vocational Rehabilitation,297330
2553,1999,835,Child Day Care Services,663740
2554,1999,836,Residential Care,787630
2555,1999,839,"Social Services, not elsewhere classified",207400
2556,1999,841,Museums and Art Galleries,78840
2557,1999,842,Arboreta and Botanical or Zoological Gardens,22170
2558,1999,861,Business Associations,111870
2559,1999,862,Professional Membership Organizations,67680
2560,1999,863,Labor Unions and Similar Labor Organizations,143450
2561,1999,864,"Civic, Social, and Fraternal Associations",501160
2562,1999,865,Political Organizations,5700
2563,1999,866,Religious Organizations,149280
2564,1999,869,"Membership Organizations, not elsewhere classified",82420
2565,1999,871,"Engineering, Architectural, and Surveying",968390
2566,1999,872,"Accounting, Auditing, and Bookkeeping Services",656210
2567,1999,873,"Research, Development, and Testing Services",617450
2568,1999,874,Management and Public Relations Services,1079710
2569,1999,899,"Services, not elsewhere classified",51860
2570,1999,901,Federal Government (OES designation),2632040
2571,1999,902,State Government (OES designation),2246520
2572,1999,903,Local Government (OES designation),4739610
2573,1998,710,Soil Preparation Services,4970
2574,1998,720,Crop Services,130440
2575,1998,740,Veterinary Services,198720
2576,1998,750,"Animal Services, Except Veterinary",53700
2577,1998,760,Farm Labor and Management Services,183270
2578,1998,780,Landscape and Horticultural Services,493400
2579,1998,1010,Iron Ores,8300
2580,1998,1020,Copper Ores,14110
2581,1998,1030,Lead and Zinc Ores,2420
2582,1998,1040,Gold and Silver Ores,15300
2583,1998,1060,"Ferroalloy Ores, Except Vanadium",1070
2584,1998,1080,Metal Mining Services,2870
2585,1998,1090,Miscellaneous Metal Ores,2590
2586,1998,1220,Bituminous Coal and Lignite Mining,83830
2587,1998,1230,Anthracite Mining,1170
2588,1998,1240,Coal Mining Services,4930
2589,1998,1310,Crude Petroleum and Natural Gas,136760
2590,1998,1320,Natural Gas Liquids,4580
2591,1998,1380,Oil and Gas Field Services,181580
2592,1998,1410,Dimension Stone,5340
2593,1998,1420,"Crushed and Broken Stone, Including Riprap",43030
2594,1998,1440,Sand and Gravel,35690
2595,1998,1450,"Clay, Ceramic, and Refractory Minerals",7360
2596,1998,1470,Chemical and Fertilizer Mineral Mining,11520
2597,1998,1480,"Nonmetallic Minerals Services, Except Fuels",1170
2598,1998,1490,"Miscellaneous Nonmetallic Minerals, Except Fuels",5300
2599,1998,1520,General Building Contractors-Residential,745790
2600,1998,1530,Operative Builders,28500
2601,1998,1540,General Building Contractors-Nonresidential,658060
2602,1998,1610,"Highway and Street Construction, Except",277100
2603,1998,1620,"Heavy Construction, Except Highway and Street",626400
2604,1998,1710,"Plumbing, Heating and Air-Conditioning",856770
2605,1998,1720,Painting and Paper Hanging,219760
2606,1998,1730,Electrical Work,754530
2607,1998,1740,"Masonry, Stonework, Tile Setting, and Plastering",518410
2608,1998,1750,Carpentry and Floor Work,287550
2609,1998,1760,"Roofing, Siding, and Sheet Metal Work",249740
2610,1998,1770,Concrete Work,338140
2611,1998,1780,Water Well Drilling,23430
2612,1998,1790,Miscellaneous Special Trade Contractors,684940
2613,1998,2010,Meat Products,505460
2614,1998,2020,Dairy Products,141170
2615,1998,2030,"Canned, Frozen, and Preserved Fruits, Vegetables, and Food Specialties",217040
2616,1998,2040,Grain Mill Products,125770
2617,1998,2050,Bakery Products,209010
2618,1998,2060,Sugar and Confectionery Products,103580
2619,1998,2070,Fats and Oils,31440
2620,1998,2080,Beverages,186100
2621,1998,2090,Miscellaneous Food Preparations and Kindred,176310
2622,1998,2110,Cigarettes,26070
2623,1998,2120,Cigars,3200
2624,1998,2130,Chewing and Smoking Tobacco and Snuff,3060
2625,1998,2140,Tobacco Stemming and Redrying,8800
2626,1998,2210,"Broadwoven Fabric Mills, Cotton",70070
2627,1998,2220,"Broadwoven Fabric Mills, Manmade Fiber and Silk",60970
2628,1998,2230,"Broadwoven Fabric Mills, Wool (including Dyeing and Finishing)",12320
2629,1998,2240,"Narrow Fabric and Other Smallwares Mills Cotton, Wool, Silk, and Manmade Fiber",21340
2630,1998,2250,Knitting Mills,148830
2631,1998,2260,"Dyeing and Finishing Textiles, Except Wool Fabrics",62300
2632,1998,2270,Carpets and Rugs,63800
2633,1998,2280,Yarn and Thread Mills,86920
2634,1998,2290,Miscellaneous Textile Goods,55260
2635,1998,2310,"Men's and Boys' Suits, Coats, and Overcoats",25140
2636,1998,2320,"Men's and Boys' Furnishings, Work Clothing, and Allied Garments",166100
2637,1998,2330,"Women's, Misses', and Juniors' Outerwear",214450
2638,1998,2340,"Women's, Misses', Children's, and Infants' Undergarments",29070
2639,1998,2350,"Hats, Caps, and Millinery",14880
2640,1998,2360,"Girls', Children's, and Infants' Outerwear",22110
2641,1998,2370,Fur Goods,730
2642,1998,2380,Miscellaneous Apparel and Accessories,30610
2643,1998,2390,Miscellaneous Fabricated Textile Products,215230
2644,1998,2410,Logging,80170
2645,1998,2420,"Sawmills and Planing Mills, General",181500
2646,1998,2430,"Millwork, Veneer, Plywood, and Structural Wood",316900
2647,1998,2440,Wood Containers,54770
2648,1998,2450,Wood Buildings and Mobile Homes,102650
2649,1998,2490,Miscellaneous Wood Products,88320
2650,1998,2510,Household Furniture,289200
2651,1998,2520,Office Furniture,70570
2652,1998,2530,Public Building and Related Furniture,47680
2653,1998,2540,"Partitions, Shelving, Lockers, and Office And",93910
2654,1998,2590,Miscellaneous Furniture and Fixtures,40920
2655,1998,2610,Pulp Mills,11460
2656,1998,2620,Paper Mills,151180
2657,1998,2630,Paperboard Mills,48250
2658,1998,2650,Paperboard Containers and Boxes,219440
2659,1998,2670,"Converted Paper and Paperboard Products, Except Containers and Boxes",242610
2660,1998,2710,"Newspapers Publishing, or Publishing and Printing",441150
2661,1998,2720,"Periodicals Publishing, or Publishing and Printing",138160
2662,1998,2730,Books,123940
2663,1998,2740,Miscellaneous Publishing,92340
2664,1998,2750,Commercial Printing,582900
2665,1998,2760,Manifold Business Forms,41070
2666,1998,2770,Greeting Cards,28300
2667,1998,2780,"Blankbooks, Looseleaf Binders, and Bookbinding",63980
2668,1998,2790,Service Industries For The Printing Trade,49050
2669,1998,2810,Industrial Inorganic Chemicals,114820
2670,1998,2820,"Plastics Materials and Synthetic Resins, Synthetic Rubber, Cellulosic and Other Ma",154590
2671,1998,2830,Drugs,279540
2672,1998,2840,"Soap, Detergents, and Cleaning Preparations; Perfumes, Cosmetics, and Other Toilet",156600
2673,1998,2850,"Paints, Varnishes, Lacquers, Enamels, and Allied Products",51840
2674,1998,2860,Industrial Organic Chemicals,135090
2675,1998,2870,Agricultural Chemicals,50220
2676,1998,2890,Miscellaneous Chemical Products,93920
2677,1998,2910,Petroleum Refining,93590
2678,1998,2950,Asphalt Paving and Roofing Materials,29590
2679,1998,2990,Miscellaneous Products of Petroleum and Coal,14570
2680,1998,3010,Tires and Inner Tubes,77230
2681,1998,3020,Rubber and Plastics Footwear,5760
2682,1998,3050,"Gaskets, Packing, and Sealing Devices and Rubber",70610
2683,1998,3060,"Fabricated Rubber Products, Not Elsewhere",112170
2684,1998,3080,Miscellaneous Plastics Products,750110
2685,1998,3110,Leather Tanning and Finishing,12780
2686,1998,3130,Boot and Shoe Cut Stock and Findings,1650
2687,1998,3140,"Footwear, Except Rubber",36290
2688,1998,3150,Leather Gloves and Mittens,2000
2689,1998,3160,Luggage,9520
2690,1998,3170,Handbags and Other Personal Leather Goods,8670
2691,1998,3190,"Leather Goods, not elsewhere classified",12510
2692,1998,3210,Flat Glass,16590
2693,1998,3220,"Glass and Glassware, Pressed or Blown",69720
2694,1998,3230,"Glass Products, Made of Purchased Glass",66600
2695,1998,3240,"Cement, Hydraulic",17690
2696,1998,3250,Structural Clay Products,32780
2697,1998,3260,Pottery and Related Products,38280
2698,1998,3270,"Concrete, Gypsum, and Plaster Products",230480
2699,1998,3280,Cut Stone and Stone Products,16400
2700,1998,3290,"Abrasive, Asbestos, and Miscellaneous",76850
2701,1998,3310,"Steel Works, Blast Furnaces, and Rolling And",227740
2702,1998,3320,Iron and Steel Foundries,129700
2703,1998,3330,Primary Smelting and Refining of Nonferrous Metals,38430
2704,1998,3340,Secondary Smelting and Refining of Nonferrous Metals,16420
2705,1998,3350,"Rolling, Drawing, and Extruding of Nonferrous Metals",169700
2706,1998,3360,Nonferrous Foundries (Castings),94390
2707,1998,3390,Miscellaneous Primary Metal Products,30670
2708,1998,3410,Metal Cans and Shipping Containers,36530
2709,1998,3420,"Cutlery, Handtools, and General Hardware",127760
2710,1998,3430,"Heating Equipment, Except Electric and Warm Air; and Plumbing Fixtures",51560
2711,1998,3440,Fabricated Structural Metal Products,476770
2712,1998,3450,"Screw Machine Products, and Bolts, Nuts, Screws, Rivets, and Washers",106240
2713,1998,3460,Metal Forgings and Stampings,263640
2714,1998,3470,"Coating, Engraving, and Allied Services",144680
2715,1998,3480,"Ordnance and Accessories, Except Vehicles and Guided Missiles",40880
2716,1998,3490,Miscellaneous Fabricated Metal Products,269110
2717,1998,3510,Engines and Turbines,82360
2718,1998,3520,Farm and Garden Machinery and Equipment,101200
2719,1998,3530,"Construction, Mining, and Materials Handling",251540
2720,1998,3540,Metalworking Machinery and Equipment,350070
2721,1998,3550,"Special Industry Machinery, Except Metalworking",173410
2722,1998,3560,General Industrial Machinery and Equipment,265220
2723,1998,3570,Computer and Office Equipment,379730
2724,1998,3580,Refrigeration and Service Industry Machinery,206550
2725,1998,3590,Miscellaneous Industrial and Commercial Machinery and Equipment,374970
2726,1998,3610,Electric Transmission and Distribution Equipment,80860
2727,1998,3620,Electrical Industrial Apparatus,152240
2728,1998,3630,Household Appliances,116490
2729,1998,3640,Electric Lighting and Wiring Equipment,183310
2730,1998,3650,"Household Audio and Video Equipment, and Audio Recordings",82000
2731,1998,3660,Communications Equipment,276870
2732,1998,3670,Electronic Components and Accessories,643950
2733,1998,3690,"Miscellaneous Electrical Machinery, Equipment, and Supplies",144040
2734,1998,3710,Motor Vehicles and Motor Vehicle Equipment,1021290
2735,1998,3720,Aircraft and Parts,525980
2736,1998,3730,Ship and Boat Building and Repairing,168540
2737,1998,3740,Railroad Equipment,39000
2738,1998,3750,"Motorcycles, Bicycles, and Parts",20210
2739,1998,3760,Guided Missiles and Space Vehicles and Parts,89190
2740,1998,3790,Miscellaneous Transportation Equipment,55360
2741,1998,3810,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Systems, Instr",161240
2742,1998,3820,"Laboratory Apparatus and Analytical, Optical, Measuring, and Controlling Instrumen",299680
2743,1998,3840,"Surgical, Medical, and Dental Instruments and Supplies",281510
2744,1998,3850,Ophthalmic Goods,34730
2745,1998,3860,Photographic Equipment and Supplies,78080
2746,1998,3870,"Watches, Clocks, Clockwork Operated Devices, and Parts",6680
2747,1998,3910,"Jewelry, Silverware, and Plated Ware",52350
2748,1998,3930,Musical Instruments,16370
2749,1998,3940,"Dolls, Toys, Games and Sporting and Athletic",103180
2750,1998,3950,"Pens, Pencils, and Other Artists' Materials",29880
2751,1998,3960,"Costume Jewelry, Costume Novelties, Buttons, and Miscellaneous Notions, Ecept Prec",20500
2752,1998,3990,Miscellaneous Manufacturing Industries,174860
2753,1998,4010,Railroads,252000
2754,1998,4110,Local and Suburban Passenger Transportation,220340
2755,1998,4120,Taxicabs,30820
2756,1998,4130,Intercity and Rural Bus Transportation,23630
2757,1998,4140,Bus Charter Service,35000
2758,1998,4150,School Buses,154870
2759,1998,4170,Terminal and Service Facilities For Motor Vehicle Passenger Transportation,1840
2760,1998,4210,"Trucking and Courier Services, Except Air",1595490
2761,1998,4220,Public Warehousing and Storage,174560
2762,1998,4230,Terminal and Joint Terminal Maintenance,5190
2763,1998,4410,Deep Sea Foreign Transportation of Freight,13330
2764,1998,4420,Deep Sea Domestic Transportation of Freight,8810
2765,1998,4430,Freight Transportation On The Great Lakes-St. Lawrence Seaway,1940
2766,1998,4440,"Water Transportation of Freight, not elsewhere classified",16770
2767,1998,4480,Water Transportation of Passengers,20120
2768,1998,4490,Services Incidental To Water Transportation,122070
2769,1998,4510,"Air Transportation, Scheduled, and Air Courier",1063970
2770,1998,4520,"Air Transportation, Nonscheduled",48710
2771,1998,4580,"Airports, Flying Fields, and Airport Terminal Services",128840
2772,1998,4610,"Pipelines, Except Natural Gas",13440
2773,1998,4720,Arrangement of Passenger Transportation,216610
2774,1998,4730,Arrangement of Transportation of Freight and Cargo,186350
2775,1998,4740,Rental of Railroad Cars,2250
2776,1998,4780,Miscellaneous Services Incidental To Transportation,49450
2777,1998,4810,Telephone Communications,1027650
2778,1998,4820,Telegraph and Other Message Communications,9900
2779,1998,4830,Radio and Television Broadcasting Stations,245980
2780,1998,4840,Cable and Other Pay Television Services,191920
2781,1998,4890,"Communications Services, not elsewhere classified",24560
2782,1998,4910,Electric Services,362630
2783,1998,4920,Gas Production and Distribution,137790
2784,1998,4930,"Combination Electric and Gas, and Other Utility Services",157170
2785,1998,4940,Water Supply,30500
2786,1998,4950,Sanitary Services,163640
2787,1998,4960,Steam and Air-Conditioning Supply,1800
2788,1998,4970,Irrigation Systems,2010
2789,1998,5010,Motor Vehicles and Motor Vehicle Parts and Supplies,522200
2790,1998,5020,Furniture and Home Furnishings,169380
2791,1998,5030,Lumber and Other Construction Materials,267790
2792,1998,5040,Professional and Commercial Equipment and Supplies,924230
2793,1998,5050,"Metals and Minerals, Except Petroleum",152880
2794,1998,5060,Electrical Goods,558870
2795,1998,5070,"Hardware, and Plumbing and Heating Equipment",310320
2796,1998,5080,"Machinery, Equipment, and Supplies",835540
2797,1998,5090,Miscellaneous Durable Goods,336060
2798,1998,5110,Paper and Paper Products,274950
2799,1998,5120,"Drugs, Drug Proprietaries, and Druggists' Sundries",238880
2800,1998,5130,"Apparel, Piece Goods, and Notions",221270
2801,1998,5140,Groceries and Related Products,931350
2802,1998,5150,Farm-Product Raw Materials,110660
2803,1998,5160,Chemicals and Allied Products,153620
2804,1998,5170,Petroleum and Petroleum Products,154470
2805,1998,5180,"Beer, Wine, and Distilled Alcoholic Beverages",156980
2806,1998,5190,Miscellaneous Non-Durable Goods,553000
2807,1998,5210,Lumber and Other Building Materials Dealers,583110
2808,1998,5230,"Paint, Glass and Wallpaper Stores",65280
2809,1998,5250,Hardware Stores,166260
2810,1998,5260,"Retail Nurseries, Lawn and Garden Supply Stores",94180
2811,1998,5270,Mobile Home Dealers,47150
2812,1998,5310,Department Stores,2456980
2813,1998,5330,Variety Stores,133270
2814,1998,5390,Miscellaneous General Merchandise Stores,195080
2815,1998,5410,Grocery Stores,3053260
2816,1998,5420,"Meat and Fish (Seafood) Markets, Including Freezer Provisioners",47500
2817,1998,5430,Fruit and Vegetable Markets,31260
2818,1998,5440,"Candy, Nut, and Confectionery Stores",30820
2819,1998,5450,Dairy Products Stores,13770
2820,1998,5460,Retail Bakeries,203240
2821,1998,5490,Miscellaneous Food Stores,84960
2822,1998,5510,Motor Vehicle Dealers (New and Used),1050700
2823,1998,5520,Motor Vehicle Dealers (Used Only),98670
2824,1998,5530,Auto and Home Supply Stores,405740
2825,1998,5540,Gasoline Service Stations,672840
2826,1998,5550,Boat Dealers,38170
2827,1998,5560,Recreational Vehicle Dealers,28320
2828,1998,5570,Motorcycle Dealers,35070
2829,1998,5590,"Automotive Dealers, not elsewhere classified",9970
2830,1998,5610,Men's and Boys' Clothing and Accessory Stores,82740
2831,1998,5620,Women's Clothing Stores,276910
2832,1998,5630,Women's Accessory and Specialty Stores,55830
2833,1998,5640,Children's and Infants' Wear Stores,44820
2834,1998,5650,Family Clothing Stores,395550
2835,1998,5660,Shoe Stores,212210
2836,1998,5690,Miscellaneous Apparel and Accessory Stores,95970
2837,1998,5710,Home Furniture and Furnishings Stores,537840
2838,1998,5720,Household Appliance Stores,69290
2839,1998,5730,"Radio, Television, Consumer Electronics, and Music Stores",442050
2840,1998,5810,Eating and Drinking Places,7778620
2841,1998,5910,Drug Stores and Proprietary Stores,630500
2842,1998,5920,Liquor Stores,111020
2843,1998,5930,Used Merchandise Stores,123680
2844,1998,5940,Miscellaneous Shopping Goods Stores,1039980
2845,1998,5960,Nonstore Retailers,359830
2846,1998,5980,Fuel Dealers,94900
2847,1998,5990,"Retail Stores, not elsewhere classified",535040
2848,1998,6010,Central Reserve Depository Institutions,23720
2849,1998,6020,Commercial Banks,1470770
2850,1998,6030,Savings Institutions,249930
2851,1998,6060,Credit Unions,178790
2852,1998,6080,Foreign Banking and Branches and Agencies of Foreign Banks,27800
2853,1998,6090,Functions Related To Depository Banking,86020
2854,1998,6110,Federal and Federally-Sponsored Credit Agencies,22260
2855,1998,6140,Personal Credit Institutions,188690
2856,1998,6150,Business Credit Institutions,124700
2857,1998,6160,Mortgage Bankers and Brokers,352920
2858,1998,6210,"Security Brokers, Dealers, and Flotation Companies",487880
2859,1998,6220,Commodity Contracts Brokers and Dealers,18140
2860,1998,6230,Security and Commodity Exchanges,8400
2861,1998,6280,Services Allied With The Exchange of Securities,144080
2862,1998,6710,Holding Offices,105590
2863,1998,6720,Investment Offices,26770
2864,1998,6730,Trusts,48140
2865,1998,6790,Miscellaneous Investing,50500
2866,1998,6310,Life Insurance,382770
2867,1998,6320,Accident and Health Insurance and Medical,356280
2868,1998,6330,"Fire, Marine, and Casualty Insurance",555160
2869,1998,6350,Surety Insurance,22880
2870,1998,6360,Title Insurance,90080
2871,1998,6370,"Pension, Health, and Welfare Funds",50310
2872,1998,6390,"Insurance Carriers, not elsewhere classified",4160
2873,1998,6410,"Insurance Agents, Brokers, and Service",752040
2874,1998,6510,Real Estate Operators (Except Developers) and Lessors,579070
2875,1998,6530,Real Estate Agents and Managers,737700
2876,1998,6540,Title Abstract Offices,41190
2877,1998,6550,Land Subdividers and Developers,119130
2878,1998,8110,Legal Services,983060
2879,1998,7010,Hotels and Motels,1738850
2880,1998,7020,Rooming and Boarding Houses,6710
2881,1998,7030,Camps and Recreational Vehicle Parks,36160
2882,1998,7040,"Organization Hotels and Lodging Houses, On Membership Basis",10770
2883,1998,7210,"Laundry, Cleaning, and Garment Services",443250
2884,1998,7220,"Photographic Studios, Portrait",76410
2885,1998,7230,Beauty Shops,412620
2886,1998,7240,Barber Shops,10660
2887,1998,7250,Shoe Repair Shops and Shoeshine Parlors,4320
2888,1998,7260,Funeral Service and Crematories,102920
2889,1998,7290,Miscellaneous Personal Services,169230
2890,1998,7310,Advertising,267040
2891,1998,7320,"Consumer Credit Reporting Agencies, Mercantile",144390
2892,1998,7330,"Mailing, Reproduction, Commercial Art and Photography, and Stenographic Services",323170
2893,1998,7340,Services To Dwellings and Other Buildings,967270
2894,1998,7350,Miscellaneous Equipment Rental and Leasing,266260
2895,1998,7360,Personnel Supply Services,3418160
2896,1998,7370,"Computer Programming, Data Processing, and Other Computer Related Services",1662750
2897,1998,7380,Miscellaneous Business Services,1851870
2898,1998,7510,"Automotive Rental and Leasing, Without Drivers",201740
2899,1998,7520,Automobile Parking,75500
2900,1998,7530,Automotive Repair Shops,634340
2901,1998,7540,"Automotive Services, Except Repair",239260
2902,1998,7620,Electrical Repair Shops,113720
2903,1998,7630,"Watch, Clock, and Jewelry Repair",6220
2904,1998,7640,Reupholstery and Furniture Repair,22520
2905,1998,7690,Miscellaneous Repair Shops and Related Services,240290
2906,1998,7810,Motion Picture Production and Allied Services,257550
2907,1998,7820,Motion Picture Distribution and Allied Services,17430
2908,1998,7830,Motion Picture Theaters,131540
2909,1998,7840,Video Tape Rental,162370
2910,1998,7910,"Dance Studios, Schools, and Halls",29930
2911,1998,7920,Theatrical Producers (except Motion Picture),175750
2912,1998,7930,Bowling Centers,83980
2913,1998,7940,Commercial Sports,119940
2914,1998,7990,Miscellaneous Amusement and Recreation,1228170
2915,1998,8010,Offices and Clinics of Doctors of Medicine,1842220
2916,1998,8020,Offices and Clinics of Dentists,652220
2917,1998,8030,Offices and Clinics of Doctors of Osteopathy,49340
2918,1998,8040,Offices and Clinics of Other Health Practitioners,455090
2919,1998,8050,Nursing and Personal Care Facilities,1762630
2920,1998,8060,Hospitals,4865470
2921,1998,8070,Medical and Dental Laboratories,200500
2922,1998,8080,Home Health Care Services,636460
2923,1998,8090,"Miscellaneous Health and Allied Services, not elsewhere classified",342040
2924,1998,8210,Elementary and Secondary Schools,7366940
2925,1998,8220,"Colleges, Universities, Professional Schools, and Junior Colleges",2920390
2926,1998,8230,Libraries,23480
2927,1998,8240,Vocational Schools,115620
2928,1998,8290,"Schools and Educational Services, not elsewhere classified",186270
2929,1998,8320,Individual and Family Social Services,729160
2930,1998,8330,Job Training and Vocational Rehabilitation,286450
2931,1998,8350,Child Day Care Services,628190
2932,1998,8360,Residential Care,768670
2933,1998,8390,"Social Services, not elsewhere classified",218050
2934,1998,8610,Business Associations,109120
2935,1998,8620,Professional Membership Organizations,63290
2936,1998,8630,Labor Unions and Similar Labor Organizations,141140
2937,1998,8640,"Civic, Social, and Fraternal Associations",496410
2938,1998,8650,Political Organizations,8390
2939,1998,8660,Religious Organizations,136070
2940,1998,8690,"Membership Organizations, not elsewhere classified",75940
2941,1998,8410,Museums and Art Galleries,71810
2942,1998,8420,Arboreta and Botanical or Zoological Gardens,22620
2943,1998,8710,"Engineering, Architectural, and Surveying",929970
2944,1998,8720,"Accounting, Auditing, and Bookkeeping Services",630090
2945,1998,8730,"Research, Development, and Testing Services",620550
2946,1998,8740,Management and Public Relations Services,1061240
2947,1998,8990,"Services, not elsewhere classified",52480
2948,1998,9010,Federal Government (OES designation),2687180
2949,1998,9020,State Government (OES designation),2249460
2950,1998,9030,Local Government (OES designation),4664220
2951,1997,710,Soil Preparation Services,4250
2952,1997,720,Crop Services,130710
2953,1997,740,Veterinary Services,185610
2954,1997,750,"Animal Services, Except Veterinary",51300
2955,1997,760,Farm Labor and Management Services,159000
2956,1997,780,Landscape and Horticultural Services,460190
2957,1997,1010,Iron Ores,8150
2958,1997,1020,Copper Ores,15220
2959,1997,1030,Lead and Zinc Ores,2680
2960,1997,1040,Gold and Silver Ores,18420
2961,1997,1060,"Ferroalloy Ores, Except Vanadium",1020
2962,1997,1080,Metal Mining Services,3690
2963,1997,1090,Miscellaneous Metal Ores,2740
2964,1997,1220,Bituminous Coal and Lignite Mining,88880
2965,1997,1230,Anthracite Mining,1300
2966,1997,1240,Coal Mining Services,4590
2967,1997,1310,Crude Petroleum and Natural Gas,145030
2968,1997,1320,Natural Gas Liquids,4920
2969,1997,1380,Oil and Gas Field Services,199300
2970,1997,1410,Dimension Stone,4830
2971,1997,1420,"Crushed and Broken Stone, Including Riprap",41920
2972,1997,1440,Sand and Gravel,36230
2973,1997,1450,"Clay, Ceramic, and Refractory Minerals",7140
2974,1997,1470,Chemical and Fertilizer Mineral Mining,11910
2975,1997,1480,"Nonmetallic Minerals Services, Except Fuels",1050
2976,1997,1490,"Miscellaneous Nonmetallic Minerals, Except Fuels",5010
2977,1997,1520,General Building Contractors-Residential,725170
2978,1997,1530,Operative Builders,26920
2979,1997,1540,General Building Contractors-Nonresidential,644300
2980,1997,1610,"Highway and Street Construction, Except",271660
2981,1997,1620,"Heavy Construction, Except Highway and Street",600860
2982,1997,1710,"Plumbing, Heating and Air-Conditioning",815580
2983,1997,1720,Painting and Paper Hanging,208970
2984,1997,1730,Electrical Work,706310
2985,1997,1740,"Masonry, Stonework, Tile Setting, and Plastering",482460
2986,1997,1750,Carpentry and Floor Work,267160
2987,1997,1760,"Roofing, Siding, and Sheet Metal Work",243680
2988,1997,1770,Concrete Work,312630
2989,1997,1780,Water Well Drilling,23090
2990,1997,1790,Miscellaneous Special Trade Contractors,644740
2991,1997,2010,Meat Products,494170
2992,1997,2020,Dairy Products,144520
2993,1997,2030,"Canned, Frozen, and Preserved Fruits, Vegetables, and Food Specialties",216080
2994,1997,2040,Grain Mill Products,127630
2995,1997,2050,Bakery Products,213950
2996,1997,2060,Sugar and Confectionery Products,106590
2997,1997,2070,Fats and Oils,33330
2998,1997,2080,Beverages,186190
2999,1997,2090,Miscellaneous Food Preparations and Kindred,180540
3000,1997,2110,Cigarettes,25040
3001,1997,2120,Cigars,4200
3002,1997,2130,Chewing and Smoking Tobacco and Snuff,3060
3003,1997,2140,Tobacco Stemming and Redrying,8930
3004,1997,2210,"Broadwoven Fabric Mills, Cotton",72210
3005,1997,2220,"Broadwoven Fabric Mills, Manmade Fiber and Silk",62390
3006,1997,2230,"Broadwoven Fabric Mills, Wool (including Dyeing and Finishing)",13470
3007,1997,2240,"Narrow Fabric and Other Smallwares Mills Cotton, Wool, Silk, and Manmade Fiber",21310
3008,1997,2250,Knitting Mills,173260
3009,1997,2260,"Dyeing and Finishing Textiles, Except Wool Fabrics",67660
3010,1997,2270,Carpets and Rugs,61260
3011,1997,2280,Yarn and Thread Mills,84720
3012,1997,2290,Miscellaneous Textile Goods,54590
3013,1997,2310,"Men's and Boys' Suits, Coats, and Overcoats",30610
3014,1997,2320,"Men's and Boys' Furnishings, Work Clothing, and Allied Garments",207790
3015,1997,2330,"Women's, Misses', and Juniors' Outerwear",242800
3016,1997,2340,"Women's, Misses', Children's, and Infants' Undergarments",38950
3017,1997,2350,"Hats, Caps, and Millinery",16530
3018,1997,2360,"Girls', Children's, and Infants' Outerwear",26640
3019,1997,2370,Fur Goods,870
3020,1997,2380,Miscellaneous Apparel and Accessories,33460
3021,1997,2390,Miscellaneous Fabricated Textile Products,220610
3022,1997,2410,Logging,81260
3023,1997,2420,"Sawmills and Planing Mills, General",184600
3024,1997,2430,"Millwork, Veneer, Plywood, and Structural Wood",299590
3025,1997,2440,Wood Containers,54550
3026,1997,2450,Wood Buildings and Mobile Homes,94650
3027,1997,2490,Miscellaneous Wood Products,89500
3028,1997,2510,Household Furniture,282690
3029,1997,2520,Office Furniture,65680
3030,1997,2530,Public Building and Related Furniture,44030
3031,1997,2540,"Partitions, Shelving, Lockers, and Office And",88240
3032,1997,2590,Miscellaneous Furniture and Fixtures,39940
3033,1997,2610,Pulp Mills,10660
3034,1997,2620,Paper Mills,156960
3035,1997,2630,Paperboard Mills,50130
3036,1997,2650,Paperboard Containers and Boxes,223170
3037,1997,2670,"Converted Paper and Paperboard Products, Except Containers and Boxes",246470
3038,1997,2710,"Newspapers Publishing, or Publishing and Printing",445460
3039,1997,2720,"Periodicals Publishing, or Publishing and Printing",135390
3040,1997,2730,Books,124060
3041,1997,2740,Miscellaneous Publishing,89000
